label,turn,learning_seconds,expert_ce,expert_count,expert_entropy,expert_kl,expert_target_entropy,expert_top1,phase_0_16_ce,phase_0_16_count,phase_0_16_kl,phase_0_16_target_entropy,phase_128_256_ce,phase_128_256_count,phase_128_256_kl,phase_128_256_target_entropy,phase_16_64_ce,phase_16_64_count,phase_16_64_kl,phase_16_64_target_entropy,phase_256_2048_ce,phase_256_2048_count,phase_256_2048_kl,phase_256_2048_target_entropy,phase_64_128_ce,phase_64_128_count,phase_64_128_kl,phase_64_128_target_entropy
3e-05,0,0.0,3.5389537811279297,102339.0,3.532871723175049,2.7121150493621826,0.8268387317657471,0.04347316175699234,4.322401523590088,18720.0,3.5721757411956787,0.7502257227897644,2.257781505584717,8211.0,1.2726454734802246,0.9851360321044922,3.7836010456085205,53317.0,3.056919574737549,0.7266814112663269,2.149548053741455,97.0,1.371004581451416,0.7785435318946838,2.763491630554199,21994.0,1.6875308752059937,1.0759607553482056
3e-05,128,248.87364932755008,2.105590581893921,102339.0,2.2688350677490234,1.2787518501281738,0.8268387317657471,0.4050850570201874,2.02447247505188,18720.0,1.2742466926574707,0.7502257227897644,1.8671058416366577,8211.0,0.8819698095321655,0.9851360321044922,2.146057367324829,53317.0,1.4193758964538574,0.7266814112663269,1.33285391330719,97.0,0.5543103814125061,0.7785435318946838,2.1689774990081787,21994.0,1.0930167436599731,1.0759607553482056
3e-05,256,499.0057598124258,1.7990221977233887,102339.0,1.8215641975402832,0.9721834659576416,0.8268387317657471,0.48351067304611206,1.5792596340179443,18720.0,0.8290339112281799,0.7502257227897644,1.774611473083496,8211.0,0.7894754409790039,0.9851360321044922,1.7748850584030151,53317.0,1.048203706741333,0.7266814112663269,1.3361945152282715,97.0,0.5576509833335876,0.7785435318946838,2.0557382106781006,21994.0,0.979777455329895,1.0759607553482056
3e-05,384,730.1826825141907,1.6448663473129272,102339.0,1.6440839767456055,0.8180276155471802,0.8268387317657471,0.5325144529342651,1.3241722583770752,18720.0,0.5739465355873108,0.7502257227897644,1.6606574058532715,8211.0,0.6755213737487793,0.9851360321044922,1.6185840368270874,53317.0,0.8919026255607605,0.7266814112663269,1.1984738111495972,97.0,0.41993027925491333,0.7785435318946838,1.9776086807250977,21994.0,0.9016479253768921,1.0759607553482056
3e-05,512,970.8704623174854,1.5980104207992554,102339.0,1.583235263824463,0.7711716890335083,0.8268387317657471,0.5457254648208618,1.27272367477417,18720.0,0.5224979519844055,0.7502257227897644,1.711018443107605,8211.0,0.7258824110031128,0.9851360321044922,1.5509309768676758,53317.0,0.8242495656013489,0.7266814112663269,1.3938206434249878,97.0,0.615277111530304,0.7785435318946838,1.9477146863937378,21994.0,0.8717539310455322,1.0759607553482056
3e-05,640,1213.0959559013136,1.5644862651824951,102339.0,1.6522184610366821,0.737647533416748,0.8268387317657471,0.5542168617248535,1.2561006546020508,18720.0,0.5058749318122864,0.7502257227897644,1.6217094659805298,8211.0,0.6365734338760376,0.9851360321044922,1.5164563655853271,53317.0,0.7897749543190002,0.7266814112663269,1.122058629989624,97.0,0.3435150980949402,0.7785435318946838,1.9239871501922607,21994.0,0.8480263948440552,1.0759607553482056
3e-05,768,1450.5455411467701,1.5285032987594604,102339.0,1.5035535097122192,0.7016645669937134,0.8268387317657471,0.564769983291626,1.1929272413253784,18720.0,0.442701518535614,0.7502257227897644,1.614972472190857,8211.0,0.6298364400863647,0.9851360321044922,1.4777328968048096,53317.0,0.7510514855384827,0.7266814112663269,1.1727936267852783,97.0,0.3942500948905945,0.7785435318946838,1.9064887762069702,21994.0,0.8305280208587646,1.0759607553482056
3e-05,896,1688.0508162421174,1.5004328489303589,102339.0,1.497464895248413,0.6735941171646118,0.8268387317657471,0.5766716599464417,1.1712822914123535,18720.0,0.4210565686225891,0.7502257227897644,1.563541054725647,8211.0,0.5784050226211548,0.9851360321044922,1.4484922885894775,53317.0,0.7218108773231506,0.7266814112663269,1.0925194025039673,97.0,0.31397587060928345,0.7785435318946838,1.884737253189087,21994.0,0.8087764978408813,1.0759607553482056
3e-05,1024,1919.2059372928925,1.4883493185043335,102339.0,1.519757628440857,0.6615105867385864,0.8268387317657471,0.57920241355896,1.1610898971557617,18720.0,0.4108641743659973,0.7502257227897644,1.5542775392532349,8211.0,0.5691415071487427,0.9851360321044922,1.4355508089065552,53317.0,0.7088693976402283,0.7266814112663269,1.0714722871780396,97.0,0.2929287552833557,0.7785435318946838,1.8721113204956055,21994.0,0.7961505651473999,1.0759607553482056
1e-04,0,0.0,3.5389537811279297,102339.0,3.532871723175049,2.7121150493621826,0.8268387317657471,0.04347316175699234,4.322401523590088,18720.0,3.5721757411956787,0.7502257227897644,2.257781505584717,8211.0,1.2726454734802246,0.9851360321044922,3.7836010456085205,53317.0,3.056919574737549,0.7266814112663269,2.149548053741455,97.0,1.371004581451416,0.7785435318946838,2.763491630554199,21994.0,1.6875308752059937,1.0759607553482056
